Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied
37,760,1,5,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
33,926,3,4,3,1,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,402,4,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
49,2052,2,2,1,10,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
52,1945,5,5,4,4,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
70,141,4,3,4,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
49,2419,3,3,4,18,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
23,1111,1,4,1,8,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,550,1,2,5,248,268.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
59,919,2,1,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
45,910,4,4,5,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
56,587,4,4,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
14,719,4,5,4,21,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
41,109,5,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
56,1389,2,3,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47,3644,2,2,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
24,226,4,3,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,547,2,2,4,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,216,5,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
29,1183,3,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
53,1504,1,1,3,22,60.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
32,281,2,3,2,8,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,404,4,5,4,25,14.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,862,3,3,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
48,2932,4,4,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
58,2402,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
51,315,2,2,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
66,2504,3,4,3,9,42.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
37,1563,5,5,2,0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8,502,2,3,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,427,4,3,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
10,448,2,4,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14,446,1,4,1,9,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
41,787,1,5,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
39,2454,4,4,3,21,15.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44,712,5,5,3,37,56.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,1892,4,4,4,0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
64,2276,5,5,3,13,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
54,2994,1,3,3,0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
52,247,5,5,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
64,1118,1,5,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
43,759,2,2,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,1784,4,4,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42,134,4,4,4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
53,594,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
53,201,2,3,2,35,36.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
56,417,1,1,4,29,35.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
62,762,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
46,406,2,2,3,13,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
33,1076,5,5,3,0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,2879,2,3,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
57,328,3,4,4,70,61.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
29,1590,2,4,2,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
70,888,3,3,3,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
39,3220,4,4,3,11,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30,78,5,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,2279,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
66,451,1,1,3,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
40,2585,3,3,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
51,3049,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45,2556,4,4,4,26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
58,1171,1,3,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
57,1797,5,5,5,1,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
58,1986,1,4,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
63,2490,5,5,3,10,37.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,196,4,4,4,26,15.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
39,1440,2,2,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
53,3200,5,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
66,491,3,1,3,10,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
50,667,4,4,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
18,134,2,3,2,3,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
45,3948,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
65,488,2,2,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,3185,3,3,5,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,459,3,3,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,733,4,1,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47,1521,3,3,5,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
39,2263,2,2,4,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
65,158,5,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
13,201,5,4,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
54,2252,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30,268,3,3,3,13,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66,315,2,2,3,4,72.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
50,2938,4,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
46,395,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,1849,3,3,5,17,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
57,588,4,5,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
52,116,5,5,5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
49,780,2,2,5,0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
16,1912,2,3,2,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
60,2400,5,5,5,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
40,2758,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,303,2,5,2,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,1947,5,5,5,0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,3926,3,1,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
53,3616,5,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
46,228,2,3,2,13,17.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
59,2069,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
36,2329,4,4,4,0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
38,368,4,3,2,147,135.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
41,3092,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
48,1546,4,5,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
41,873,4,4,5,53,39.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44,1011,4,4,4,39,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,1013,2,2,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,693,2,3,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
22,1416,5,2,5,64,51.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
25,2503,1,3,3,140,150.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
43,1303,5,3,5,37,37.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
46,495,3,5,3,9,16.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
56,1085,3,3,3,84,77.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
61,404,4,4,4,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31,153,5,4,1,183,165.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,164,5,5,5,26,28.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
35,302,4,5,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60,337,5,5,5,10,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
61,391,5,5,3,133,118.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,2701,3,3,4,3,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
30,692,3,5,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
33,602,4,4,4,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
36,472,4,4,3,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32,957,4,5,4,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
53,229,5,5,1,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,342,4,4,5,13,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35,946,2,2,3,11,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
29,73,4,2,3,141,184.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,600,3,3,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
21,2736,2,3,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,327,3,4,3,16,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
51,214,3,4,3,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
38,2822,5,5,4,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
69,596,5,2,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,2607,4,4,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
49,533,5,5,4,0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
58,1501,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
32,1668,5,4,5,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
15,228,4,3,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,683,4,4,5,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
52,622,4,4,4,0,20.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30,2777,2,1,4,0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62,370,3,3,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
31,718,3,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44,814,1,4,1,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
45,2475,4,4,5,0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,502,5,5,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
21,854,4,5,4,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
52,192,5,5,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
61,852,2,4,2,11,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
58,546,4,4,4,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
41,1555,4,4,5,0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32,2218,5,5,5,7,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
26,106,4,4,4,47,36.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,1990,3,3,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
67,761,5,5,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
24,864,2,3,2,6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,2133,5,4,5,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
20,236,3,5,3,0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
66,2856,1,1,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,577,3,3,4,20,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25,692,1,3,1,24,29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
28,516,4,3,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
23,373,2,3,2,11,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
39,325,4,4,3,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,83,1,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
49,867,4,4,3,5,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
41,3199,5,5,5,8,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31,544,5,5,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
48,834,3,2,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
35,861,2,4,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
42,329,3,4,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
39,528,4,3,5,200,201.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
54,1933,3,3,5,11,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8,1123,2,3,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
69,338,5,3,5,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
60,192,5,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
35,2336,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,2375,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
37,101,3,3,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22,1334,5,4,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
34,86,3,4,3,28,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
55,358,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60,3873,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
41,680,4,4,4,43,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
35,266,5,4,5,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
24,2124,4,3,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,1945,4,4,3,0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14,834,4,4,4,0,18.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
20,1107,3,3,3,0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,3488,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
28,3930,2,3,2,53,109.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,2467,2,2,2,0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57,1069,2,2,5,20,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
60,2801,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,3509,5,5,3,13,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
40,1235,5,5,4,149,146.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,507,5,4,5,0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
25,1171,5,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
39,589,4,4,4,29,22.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
56,2772,3,3,3,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,764,2,3,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
58,332,4,4,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30,612,5,2,5,0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,1979,3,4,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
44,1068,2,3,2,0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
41,2790,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,2248,3,5,3,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
32,589,4,2,4,25,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
58,237,5,5,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
43,1505,4,4,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
68,667,1,1,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
67,2402,3,3,1,110,157.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
45,1927,2,5,2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,925,5,4,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
45,1994,4,4,5,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
15,612,1,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,2585,5,5,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
45,3563,5,3,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
56,2266,5,5,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,488,2,4,2,7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
44,3251,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,1966,2,2,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
26,1107,2,3,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
46,1050,4,4,3,8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14,951,3,2,3,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
56,397,4,4,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
59,1846,4,4,4,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,459,2,2,3,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32,1258,3,2,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
57,2521,3,3,3,5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
37,1411,1,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
47,859,3,3,3,2,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,316,1,1,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
54,1452,3,3,5,19,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48,1790,4,4,5,11,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
22,3472,5,5,5,29,14.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
48,2491,5,5,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
39,825,4,4,5,36,32.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
34,2849,2,2,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
18,964,4,3,4,8,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
68,280,1,5,1,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
21,1751,3,4,3,19,45.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29,1069,1,3,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45,189,5,4,5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
29,329,5,4,5,8,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31,991,1,4,1,0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
55,1258,5,5,5,0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
52,2405,4,4,3,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
21,2614,4,5,4,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
40,1105,3,4,3,271,270.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
58,164,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
48,1943,5,5,5,0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
36,533,5,5,4,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
42,2614,4,5,4,31,45.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
8,247,3,4,3,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
39,261,4,3,4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,190,3,3,5,13,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
52,2454,4,4,3,15,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
47,1073,1,4,1,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
59,2851,5,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
57,313,5,5,4,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
44,2712,4,4,3,59,40.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
59,1165,4,4,2,5,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,436,2,2,3,7,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
53,442,5,5,3,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
39,696,4,4,4,9,13.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,1663,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
41,432,3,5,3,0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
39,849,2,5,2,62,52.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
42,637,4,5,4,20,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
27,160,5,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
20,258,1,4,1,7,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
45,2987,5,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
26,221,5,3,5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7,680,4,5,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,2731,4,4,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
35,1639,4,5,5,8,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
13,89,4,4,4,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
21,679,4,5,4,46,58.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
33,763,5,3,5,16,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
60,775,1,1,4,20,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,332,2,2,3,17,18.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
54,3235,4,4,3,108,80.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
47,1119,4,4,2,0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43,843,4,4,4,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
77,375,4,3,4,148,156.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
24,919,2,5,2,16,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
60,1851,4,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
36,1674,3,4,3,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
47,1734,5,5,4,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
44,3411,5,5,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
51,1504,3,3,2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
55,748,2,2,4,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
22,965,5,1,5,60,61.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
41,3587,3,3,3,19,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
30,896,5,3,5,11,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,399,1,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,2681,4,4,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
36,3206,5,5,2,1,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
38,229,1,4,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43,829,4,4,4,1,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
7,158,4,4,4,3,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43,414,2,3,2,109,132.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
37,331,3,4,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
37,3053,4,3,2,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25,1717,3,5,3,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31,1811,5,4,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,2294,4,5,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
57,2568,3,3,5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32,325,3,5,3,50,43.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
53,1660,5,5,5,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
54,257,5,5,1,51,41.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
46,557,2,3,2,0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
